customer_id,first_name,last_name,gender,date_of_birth,city,state,customer_since,risk_rating
4224,Chinedu,Bello,Female,1993-04-18,Onitsha,FCT,2018-03-18,Low
4225,Chinedu,Abubakar,Female,1988-04-13,Benin,Enugu,2013-09-03,Low
4226,Sola,Mohammed,Female,2013-09-09,Enugu,Oyo,2017-05-11,Low
4227,Tunde,Abubakar,Female,1988-09-13,Onitsha,Kwara,2015-02-05,Low
4228,Tunde,Abubakar,Female,1978-05-15,Benin,Oyo,2016-09-21,Low
4229,Sola,Adeyemi,Female,1987-03-07,Benin,Oyo,2020-05-20,Low
4230,Yusuf,Adeyemi,Female,1996-11-02,Lagos,Edo,2017-11-03,Medium
4231,Yusuf,Adeyemi,Female,1993-06-18,Lagos,Lagos,2018-08-18,Medium
4232,Ngozi,Adeyemi,Female,2010-12-28,Abuja,Edo,2020-08-14,Low
4233,Yusuf,Adeyemi,Female,1985-08-21,Lagos,Kwara,2018-05-21,Low
4234,Blessing,Olawale,Female,1978-09-11,Ibadan,Oyo,2013-08-01,Low
4235,Tunde,Okafor,Female,2001-10-19,Ibadan,Lagos,2014-08-29,Medium
4236,Adebayo,Bello,Male,2003-12-06,Awka,Enugu,2022-01-31,Low
4237,Tunde,Sadiq,Female,1994-11-05,Onitsha,Oyo,2022-05-03,Low
4238,Blessing,Adeyemi,Male,2002-07-15,Ibadan,Oyo,2018-10-19,Low
4239,Blessing,Olawale,Female,1994-07-27,Abuja,Enugu,2015-07-12,High
4240,Ibrahim,Mohammed,Female,1997-08-05,Enugu,Kwara,2010-09-04,Low
4241,Tunde,Mohammed,Female,1985-01-03,Ibadan,Edo,2016-02-03,Low
4242,Fatima,Abubakar,Male,1992-11-16,Awka,FCT,2017-10-29,Medium
4243,Blessing,Bello,Male,2011-12-14,Onitsha,Enugu,2013-09-29,Low
4244,Adebayo,Mohammed,Female,2003-02-02,Ilorin,FCT,2021-12-08,Low
4245,Sola,Bello,Female,2014-07-12,Ilorin,Kwara,2021-09-03,Medium
4246,Ngozi,Bello,Female,1988-02-08,Benin,Edo,2024-02-01,High
4247,Ibrahim,Olawale,Female,1975-08-02,Abuja,FCT,2011-12-04,Medium
4248,Sola,Sadiq,Male,2010-04-05,Awka,Edo,2015-04-08,Low
4249,Ibrahim,Adeyemi,Male,2012-11-12,Ibadan,Anambra,2014-03-31,Medium
4250,Adebayo,Bello,Female,1984-04-28,Awka,FCT,2013-08-26,High
4251,Chinedu,Olawale,Male,2013-08-16,Lagos,Edo,2014-12-04,Low
4252,Tunde,Abubakar,Male,2014-01-20,Awka,Enugu,2025-01-11,Low
4253,Zainab,Okafor,Female,1976-06-08,Benin,Oyo,2019-06-18,High
4254,Fatima,Abubakar,Female,2003-10-21,Ibadan,Oyo,2019-03-20,Low
4255,Sola,Olawale,Female,1992-04-23,Abuja,Lagos,2011-10-26,Low
4256,Tunde,Olawale,Male,1997-05-02,Lagos,Enugu,2017-03-12,Low
4257,Fatima,Olawale,Female,1996-01-14,Awka,Edo,2015-09-16,Low
4258,Chinedu,Bello,Male,1982-05-05,Ilorin,Kwara,2018-01-14,Medium
4259,Zainab,Olawale,Female,2006-04-13,Benin,Lagos,2022-09-17,Low
4260,Fatima,Okafor,Female,2009-02-02,Ibadan,Oyo,2022-12-25,Low
4261,Fatima,Bello,Male,1992-09-18,Abuja,Oyo,2023-08-14,Medium
4262,Sola,Abubakar,Male,1992-06-25,Enugu,Lagos,2023-01-21,Medium
4263,Yusuf,Okafor,Male,1987-05-07,Benin,Enugu,2022-03-26,Medium
4264,Zainab,Mohammed,Male,1999-05-09,Ibadan,Anambra,2023-03-25,Low
4265,Tunde,Okeke,Male,2002-12-09,Awka,FCT,2015-11-20,Low
4266,Chinedu,Abubakar,Male,1998-04-01,Onitsha,Edo,2019-05-20,Low
4267,Zainab,Olawale,Female,2008-11-03,Abuja,Edo,2011-04-25,Low
4268,Adebayo,Adeyemi,Male,1974-08-25,Ilorin,Anambra,2018-02-05,Low
4269,Yusuf,Adeyemi,Male,2002-12-13,Lagos,Anambra,2020-03-19,Medium
4270,Adebayo,Bello,Female,2001-04-15,Awka,Anambra,2013-09-12,Low
4271,Chinedu,Adeyemi,Male,1998-05-03,Abuja,Edo,2020-12-26,Low
4272,Sola,Abubakar,Male,1991-01-22,Lagos,Enugu,2011-12-01,Medium
4273,Sola,Bello,Female,1981-05-07,Onitsha,Anambra,2017-04-01,Low
4274,Chinedu,Abubakar,Female,2007-12-21,Abuja,FCT,2024-09-10,Low
4275,Ibrahim,Olawale,Female,1981-10-09,Enugu,Kwara,2023-12-27,Low
4276,Chinedu,Sadiq,Male,1984-06-09,Awka,Lagos,2014-09-18,Low
4277,Yusuf,Sadiq,Female,1998-05-27,Abuja,Anambra,2018-08-26,High
4278,Blessing,Okafor,Male,1986-02-12,Ilorin,Anambra,2010-11-30,Medium
4279,Sola,Olawale,Female,2005-04-27,Onitsha,Lagos,2011-10-26,Low
4280,Ngozi,Adeyemi,Male,1986-01-18,Abuja,Edo,2012-02-18,Low
4281,Yusuf,Olawale,Female,1987-03-09,Benin,Edo,2013-05-08,Low
4282,Yusuf,Okeke,Female,1996-10-28,Awka,Lagos,2019-06-17,Medium
4283,Yusuf,Sadiq,Female,1984-03-19,Abuja,Edo,2019-08-01,High
4284,Fatima,Adeyemi,Male,1999-01-28,Benin,Edo,2024-12-07,Low
4285,Yusuf,Abubakar,Male,1983-10-22,Lagos,Kwara,2016-11-02,High
4286,Sola,Abubakar,Female,1979-04-20,Benin,Oyo,2012-07-29,Low
4287,Blessing,Sadiq,Female,2014-11-18,Lagos,Kwara,2017-03-18,Low
4288,Blessing,Olawale,Female,1985-01-01,Onitsha,Oyo,2024-09-18,Low
4289,Yusuf,Adeyemi,Female,1980-01-06,Enugu,Enugu,2012-10-13,Medium
4290,Adebayo,Okafor,Male,2003-09-14,Ibadan,FCT,2022-08-06,Low
4291,Sola,Abubakar,Female,1998-12-06,Onitsha,Edo,2022-05-31,Medium
4292,Sola,Olawale,Female,1975-07-21,Enugu,Kwara,2020-03-10,Low
4293,Zainab,Okafor,Male,1997-09-16,Onitsha,FCT,2010-01-06,Medium
4294,Tunde,Mohammed,Male,1988-12-03,Ibadan,Lagos,2016-03-16,Low
4295,Ibrahim,Adeyemi,Female,1998-01-10,Ilorin,Kwara,2020-12-01,Low
4296,Ibrahim,Sadiq,Female,1989-07-14,Lagos,Enugu,2020-05-20,Low
4297,Adebayo,Mohammed,Male,1992-08-24,Ibadan,Lagos,2011-05-28,Medium
4298,Ibrahim,Okeke,Male,1982-07-08,Abuja,Enugu,2023-08-05,Medium
4299,Zainab,Mohammed,Female,2014-08-22,Ilorin,Enugu,2018-12-05,Low
4300,Chinedu,Bello,Male,2014-11-25,Awka,Anambra,2012-09-01,Low
4301,Ibrahim,Sadiq,Male,1993-08-01,Ibadan,Lagos,2024-09-10,Medium
4302,Sola,Okafor,Female,1980-09-23,Onitsha,Edo,2017-09-17,Low
4303,Chinedu,Olawale,Female,1995-10-30,Enugu,Enugu,2012-09-03,High
4304,Ibrahim,Mohammed,Male,2004-07-13,Ibadan,Anambra,2017-06-26,High
4305,Sola,Abubakar,Female,1997-06-28,Enugu,Oyo,2011-09-13,Low
4306,Sola,Adeyemi,Female,2001-08-14,Onitsha,Anambra,2022-09-25,Medium
4307,Yusuf,Mohammed,Female,1977-10-01,Onitsha,Edo,2022-09-20,Medium
4308,Blessing,Sadiq,Female,1993-11-19,Enugu,Oyo,2020-07-08,Low
4309,Adebayo,Abubakar,Female,1995-04-01,Lagos,Anambra,2011-08-17,Low
4310,Zainab,Abubakar,Male,1987-01-31,Ilorin,Anambra,2013-11-20,Low
4311,Fatima,Okeke,Male,2003-07-15,Enugu,FCT,2015-04-27,High
4312,Tunde,Adeyemi,Female,1990-06-16,Lagos,FCT,2011-09-15,Medium
4313,Ibrahim,Mohammed,Female,2002-03-08,Lagos,Edo,2020-07-15,Low
4314,Ibrahim,Okafor,Female,2012-12-18,Enugu,Lagos,2022-05-27,Low
4315,Chinedu,Adeyemi,Male,2003-07-14,Ilorin,Enugu,2020-09-24,Low
4316,Chinedu,Mohammed,Male,2002-08-06,Abuja,Edo,2010-11-14,Medium
4317,Tunde,Adeyemi,Male,1976-03-26,Onitsha,FCT,2017-01-26,Low
4318,Ibrahim,Olawale,Male,1974-07-25,Ibadan,Oyo,2014-03-05,Medium
4319,Ngozi,Bello,Female,1988-03-04,Lagos,FCT,2012-06-11,Low
4320,Zainab,Mohammed,Female,2007-01-22,Ibadan,Lagos,2011-09-20,Low
4321,Ibrahim,Abubakar,Male,1983-12-14,Ilorin,Kwara,2024-07-29,Low
4322,Blessing,Okafor,Male,2001-01-18,Abuja,Oyo,2021-08-24,Low
4323,Tunde,Mohammed,Female,1987-08-24,Benin,Kwara,2024-12-02,Medium
4324,Ngozi,Mohammed,Female,1979-04-03,Awka,Oyo,2018-04-10,Medium
4325,Zainab,Olawale,Female,1987-02-04,Onitsha,Enugu,2013-12-25,High
4326,Ibrahim,Abubakar,Female,1984-01-07,Onitsha,Enugu,2017-08-03,Medium
4327,Fatima,Bello,Female,2011-05-10,Abuja,Enugu,2011-07-07,Low
4328,Yusuf,Olawale,Male,2014-11-16,Benin,Lagos,2019-10-31,High
4329,Blessing,Bello,Female,1975-11-21,Ilorin,FCT,2023-07-29,Medium
4330,Fatima,Bello,Male,2005-04-06,Abuja,Kwara,2016-11-10,Low
4331,Chinedu,Bello,Male,1983-10-19,Onitsha,Kwara,2015-09-17,Low
4332,Chinedu,Olawale,Female,1992-02-14,Awka,FCT,2011-11-07,High
4333,Ibrahim,Adeyemi,Male,1986-01-30,Lagos,Lagos,2014-05-13,Medium
4334,Chinedu,Mohammed,Male,2007-04-24,Abuja,FCT,2022-01-15,Medium
4335,Blessing,Bello,Female,1994-07-04,Enugu,Anambra,2017-05-06,Low
4336,Zainab,Adeyemi,Male,2013-08-26,Enugu,Anambra,2020-05-06,Medium
4337,Sola,Mohammed,Female,1999-01-26,Ilorin,Enugu,2018-12-09,Low
4338,Adebayo,Abubakar,Female,1989-05-17,Onitsha,Anambra,2015-04-22,Low
4339,Tunde,Mohammed,Male,1996-01-23,Onitsha,Kwara,2023-09-03,Medium
4340,Zainab,Abubakar,Female,2003-10-05,Abuja,Enugu,2011-09-08,Medium
4341,Sola,Okafor,Female,2004-03-25,Awka,Kwara,2021-07-29,Low
4342,Ngozi,Okeke,Male,1974-06-17,Ilorin,Lagos,2014-06-20,Low
4343,Blessing,Adeyemi,Female,1999-06-13,Abuja,Oyo,2024-06-25,Low
4344,Fatima,Mohammed,Male,2000-05-24,Ilorin,FCT,2012-08-02,Low
4345,Sola,Abubakar,Male,2001-03-08,Enugu,Edo,2023-08-21,Low
4346,Blessing,Okeke,Female,1989-03-21,Benin,Edo,2024-09-28,Low
4347,Yusuf,Bello,Male,1985-10-25,Awka,Edo,2024-10-16,Low
4348,Fatima,Okeke,Female,1985-08-26,Lagos,Oyo,2019-07-09,Medium
4349,Chinedu,Okeke,Male,1997-04-26,Awka,Kwara,2011-04-16,Low
4350,Chinedu,Bello,Female,1984-08-17,Lagos,FCT,2015-05-10,Low
4351,Fatima,Adeyemi,Female,2004-04-02,Onitsha,Kwara,2016-07-24,High
4352,Ngozi,Mohammed,Male,2005-02-19,Ibadan,Lagos,2020-09-11,Medium
4353,Ngozi,Bello,Male,1976-01-07,Benin,Enugu,2015-09-22,Low
4354,Ngozi,Okafor,Female,2009-12-29,Enugu,FCT,2017-09-24,Low
4355,Sola,Sadiq,Female,2006-02-20,Onitsha,Kwara,2016-12-04,Medium
4356,Tunde,Mohammed,Male,1988-05-05,Enugu,Anambra,2021-06-05,Low
4357,Sola,Olawale,Female,2013-11-30,Benin,Edo,2012-11-25,Medium
4358,Ibrahim,Bello,Female,2004-01-02,Enugu,Anambra,2024-06-29,Low
4359,Adebayo,Bello,Male,1989-05-28,Awka,Kwara,2011-10-09,High
4360,Fatima,Okeke,Male,1985-01-12,Lagos,Oyo,2013-09-15,Medium
4361,Zainab,Okafor,Female,1989-01-02,Ibadan,Enugu,2017-05-23,Low
4362,Adebayo,Abubakar,Male,1975-10-30,Benin,Lagos,2024-03-02,Low
4363,Yusuf,Abubakar,Male,1989-09-13,Ibadan,Lagos,2012-02-03,Low
4364,Sola,Okeke,Female,2005-12-21,Ibadan,Edo,2021-02-23,Low
4365,Sola,Adeyemi,Male,1990-04-15,Onitsha,Kwara,2016-05-15,Low
4366,Blessing,Mohammed,Male,1988-10-06,Ilorin,Lagos,2011-04-04,Low
4367,Adebayo,Bello,Female,1994-04-22,Awka,FCT,2011-11-23,Low
4368,Blessing,Mohammed,Male,1992-09-29,Awka,Lagos,2017-01-16,Medium
4369,Zainab,Mohammed,Female,1980-09-20,Onitsha,Anambra,2016-12-14,Low
4370,Blessing,Bello,Male,2004-06-03,Enugu,Kwara,2021-06-01,Medium
4371,Adebayo,Okeke,Male,1996-04-05,Awka,FCT,2012-03-29,Medium
4372,Fatima,Mohammed,Female,2009-12-31,Awka,Edo,2021-08-21,High
4373,Yusuf,Bello,Male,1999-10-09,Ilorin,Lagos,2011-06-03,Medium
4374,Sola,Adeyemi,Male,1988-04-06,Awka,Edo,2022-03-29,High
4375,Zainab,Mohammed,Male,1991-05-21,Lagos,Anambra,2020-12-05,High
4376,Sola,Sadiq,Male,2001-08-26,Onitsha,Enugu,2010-12-09,Low
4377,Ibrahim,Olawale,Male,2007-09-14,Ibadan,Oyo,2022-09-18,Low
4378,Yusuf,Olawale,Male,2000-09-04,Ilorin,Lagos,2024-04-13,Low
4379,Tunde,Olawale,Female,1979-09-13,Ilorin,Edo,2017-08-25,Low
4380,Blessing,Sadiq,Male,1995-06-24,Enugu,Anambra,2018-09-10,Low
4381,Chinedu,Bello,Male,1986-10-03,Awka,Enugu,2022-05-29,Medium
4382,Adebayo,Okeke,Female,1982-06-03,Ibadan,Enugu,2024-01-14,Low
4383,Sola,Abubakar,Female,1988-09-14,Onitsha,Anambra,2011-03-20,Low
4384,Blessing,Okafor,Female,2009-02-04,Lagos,Anambra,2022-07-11,Low
4385,Zainab,Bello,Male,2004-02-02,Benin,Edo,2020-02-22,High
4386,Sola,Sadiq,Female,2011-07-22,Onitsha,Anambra,2015-03-16,Low
4387,Tunde,Mohammed,Female,1979-10-10,Benin,Oyo,2014-02-26,High
4388,Yusuf,Adeyemi,Male,2008-02-09,Ibadan,Kwara,2021-04-25,Low
4389,Yusuf,Sadiq,Female,1990-07-05,Onitsha,Anambra,2014-04-06,Medium
4390,Sola,Mohammed,Male,2007-06-03,Abuja,Kwara,2010-04-08,Low
4391,Zainab,Abubakar,Male,1976-08-11,Ibadan,Enugu,2017-11-01,Low
4392,Yusuf,Olawale,Male,2012-08-26,Lagos,Oyo,2012-11-10,High
4393,Yusuf,Bello,Male,1999-07-28,Lagos,Edo,2024-08-26,Low
4394,Tunde,Abubakar,Male,2009-11-16,Lagos,Enugu,2011-04-13,Low
4395,Adebayo,Olawale,Female,2007-12-14,Ilorin,Oyo,2010-12-20,Low
4396,Zainab,Okafor,Male,2002-12-01,Onitsha,Enugu,2010-03-13,Medium
4397,Zainab,Mohammed,Female,2006-06-14,Ilorin,FCT,2013-10-07,High
4398,Fatima,Mohammed,Male,2011-06-09,Abuja,FCT,2012-12-11,Medium
4399,Fatima,Adeyemi,Female,2013-05-12,Ibadan,Anambra,2013-05-30,Low
4400,Yusuf,Olawale,Male,1990-10-31,Awka,Kwara,2012-10-20,Low
4401,Chinedu,Okafor,Male,1982-03-13,Enugu,Enugu,2014-12-26,Low
4402,Fatima,Mohammed,Male,1980-05-30,Abuja,Oyo,2012-09-16,Medium
4403,Yusuf,Sadiq,Female,1996-10-16,Onitsha,Lagos,2022-06-22,Low
4404,Ngozi,Olawale,Female,1977-12-11,Awka,FCT,2024-06-22,Medium
4405,Ibrahim,Olawale,Female,2010-05-30,Benin,FCT,2024-10-16,Low
4406,Ibrahim,Okeke,Male,2012-04-05,Onitsha,Enugu,2016-12-23,Low
4407,Zainab,Adeyemi,Male,1975-06-28,Awka,Edo,2023-03-06,Low
4408,Chinedu,Adeyemi,Female,1999-05-31,Abuja,Lagos,2022-03-21,Low
4409,Tunde,Abubakar,Male,2006-12-12,Ibadan,Kwara,2020-03-10,Medium
4410,Adebayo,Sadiq,Female,2010-03-17,Enugu,Kwara,2018-07-05,Low
4411,Fatima,Okeke,Male,1984-07-06,Awka,Kwara,2022-11-16,Low
4412,Ngozi,Abubakar,Female,1990-11-14,Ilorin,Anambra,2017-01-19,Low
4413,Yusuf,Okafor,Female,2001-08-10,Ilorin,Anambra,2018-05-05,Low
4414,Chinedu,Abubakar,Male,1987-09-24,Abuja,Edo,2012-01-19,Low
4415,Zainab,Okafor,Female,2002-02-15,Enugu,Enugu,2014-08-27,Medium
4416,Fatima,Sadiq,Male,1990-06-19,Enugu,Lagos,2011-08-25,Low
4417,Chinedu,Mohammed,Male,1991-05-12,Onitsha,Enugu,2022-11-29,Low
4418,Fatima,Adeyemi,Male,1976-04-18,Awka,Oyo,2010-09-12,Medium
4419,Adebayo,Mohammed,Female,1983-09-06,Abuja,Lagos,2018-02-25,Medium
4420,Adebayo,Okafor,Female,1987-02-05,Enugu,Oyo,2017-06-17,Low
4421,Tunde,Sadiq,Female,2014-12-07,Enugu,Lagos,2024-07-25,High
4422,Ibrahim,Mohammed,Male,1993-01-07,Ilorin,Anambra,2012-04-15,High
4423,Blessing,Abubakar,Male,1992-07-18,Abuja,Kwara,2015-01-25,Low
4424,Blessing,Okafor,Female,2005-07-26,Awka,FCT,2023-01-17,Medium
4425,Fatima,Bello,Male,1997-09-18,Benin,Edo,2018-06-30,Low
4426,Tunde,Olawale,Male,1977-01-24,Awka,Lagos,2019-12-29,Low
4427,Blessing,Abubakar,Female,1991-08-13,Ilorin,Lagos,2016-12-08,Low
4428,Zainab,Adeyemi,Female,1994-05-30,Benin,Edo,2016-04-25,Medium
4429,Blessing,Mohammed,Male,1980-06-27,Onitsha,FCT,2021-11-27,Medium
4430,Sola,Abubakar,Male,2010-12-20,Benin,Edo,2011-05-09,Low
4431,Yusuf,Bello,Female,1978-07-19,Benin,Lagos,2019-01-19,Low
4432,Tunde,Sadiq,Female,2010-04-01,Lagos,Edo,2013-02-04,Low
4433,Zainab,Sadiq,Male,2009-01-12,Lagos,Kwara,2022-02-18,Low
4434,Chinedu,Abubakar,Male,1980-04-12,Enugu,Enugu,2020-05-12,High
4435,Zainab,Bello,Male,2001-02-12,Ibadan,FCT,2015-10-02,Low
4436,Ibrahim,Mohammed,Female,1994-04-19,Ilorin,FCT,2020-12-29,Low
4437,Chinedu,Abubakar,Male,2000-02-23,Ibadan,Kwara,2021-01-23,Low
4438,Ngozi,Olawale,Male,2012-06-04,Enugu,Kwara,2014-11-12,High
4439,Yusuf,Olawale,Male,1975-02-16,Onitsha,FCT,2015-02-11,Medium
4440,Yusuf,Okeke,Male,2011-09-28,Ilorin,Kwara,2017-06-27,Low
4441,Yusuf,Okafor,Male,2005-06-01,Awka,Enugu,2019-02-14,Low
4442,Yusuf,Okeke,Male,2003-04-02,Onitsha,Kwara,2019-06-03,Low
4443,Fatima,Mohammed,Female,1991-11-17,Ilorin,Enugu,2010-07-29,High
4444,Yusuf,Olawale,Female,1997-11-12,Abuja,Kwara,2018-07-11,Low
4445,Yusuf,Bello,Female,2003-06-23,Benin,FCT,2023-12-27,Low
4446,Yusuf,Okafor,Male,1982-11-01,Ibadan,Lagos,2024-12-25,Low
4447,Tunde,Mohammed,Female,1988-07-19,Ilorin,Oyo,2017-06-22,Low
4448,Fatima,Bello,Male,1980-03-19,Benin,FCT,2023-08-30,Low
4449,Adebayo,Mohammed,Male,1998-02-11,Ibadan,Edo,2024-09-22,Low
4450,Zainab,Okeke,Male,1974-12-26,Onitsha,Oyo,2021-02-21,Low
4451,Zainab,Sadiq,Male,1984-10-01,Enugu,Kwara,2022-02-19,Low
4452,Chinedu,Bello,Male,1997-07-26,Ilorin,Kwara,2023-01-23,Low
4453,Tunde,Okeke,Female,2011-04-08,Lagos,Lagos,2021-07-02,Low
4454,Sola,Okeke,Female,1975-09-16,Ibadan,Kwara,2020-04-19,Medium
4455,Zainab,Okeke,Female,2007-07-28,Benin,Edo,2023-02-20,Low
4456,Blessing,Sadiq,Male,1987-07-20,Awka,Oyo,2013-02-21,Low
4457,Sola,Sadiq,Female,1999-05-24,Awka,FCT,2020-05-09,Medium
4458,Yusuf,Abubakar,Male,2015-01-07,Benin,FCT,2013-07-14,High
4459,Yusuf,Sadiq,Female,1977-06-04,Benin,Edo,2018-07-12,Low
4460,Fatima,Okafor,Female,2013-10-18,Ilorin,Enugu,2020-08-14,Low
4461,Sola,Sadiq,Female,1982-12-15,Awka,Lagos,2017-05-24,Medium
4462,Blessing,Sadiq,Female,2001-10-22,Benin,Edo,2024-10-02,Low
4463,Fatima,Sadiq,Female,1991-08-18,Onitsha,Oyo,2011-11-05,High
4464,Chinedu,Mohammed,Female,2002-03-03,Awka,Kwara,2024-07-20,High
4465,Sola,Bello,Male,1999-05-28,Ibadan,Anambra,2018-02-23,Low
4466,Tunde,Sadiq,Male,1997-04-17,Onitsha,Lagos,2016-06-29,Low
4467,Yusuf,Okafor,Male,1980-10-14,Ilorin,Lagos,2012-01-27,Low
4468,Yusuf,Mohammed,Male,2014-03-05,Ibadan,Anambra,2024-03-12,High
4469,Ibrahim,Okeke,Male,1981-03-08,Ilorin,Edo,2021-10-06,Medium
4470,Fatima,Bello,Female,1982-03-31,Awka,FCT,2021-11-16,Low
4471,Adebayo,Olawale,Male,2012-10-01,Onitsha,Enugu,2017-12-11,Low
4472,Adebayo,Mohammed,Male,2011-03-11,Ilorin,FCT,2014-01-27,Medium
4473,Fatima,Sadiq,Male,1994-05-19,Enugu,FCT,2012-08-25,High
4474,Tunde,Mohammed,Male,1974-11-26,Ilorin,Anambra,2018-04-01,Medium
4475,Ngozi,Abubakar,Male,1992-04-15,Abuja,Kwara,2016-06-10,Low
4476,Fatima,Abubakar,Male,1989-08-17,Ilorin,Kwara,2022-01-27,Low
4477,Tunde,Mohammed,Male,1999-02-18,Abuja,Enugu,2017-10-14,Low
4478,Chinedu,Okeke,Male,1996-10-07,Ibadan,Enugu,2012-06-01,High
4479,Yusuf,Okeke,Male,1986-08-21,Abuja,Oyo,2011-05-13,Low
4480,Blessing,Bello,Female,2010-08-27,Onitsha,Oyo,2019-05-22,Medium
4481,Ngozi,Abubakar,Male,2014-12-16,Ibadan,FCT,2015-03-21,Low
4482,Sola,Olawale,Male,1977-01-07,Ilorin,Anambra,2014-03-21,Low
4483,Ngozi,Adeyemi,Female,1989-01-26,Ibadan,Enugu,2015-06-22,Medium
4484,Blessing,Abubakar,Female,1987-11-12,Awka,Lagos,2013-08-25,Medium
4485,Ibrahim,Mohammed,Male,1985-08-19,Enugu,Kwara,2019-03-21,Low
4486,Yusuf,Abubakar,Male,2009-12-03,Ilorin,Edo,2014-04-22,Low
4487,Adebayo,Okafor,Male,1998-10-23,Onitsha,Anambra,2024-08-15,Medium
4488,Tunde,Adeyemi,Female,2002-03-08,Abuja,Enugu,2020-01-13,Medium
4489,Fatima,Okeke,Male,1982-08-15,Enugu,Oyo,2019-06-17,Medium
4490,Fatima,Adeyemi,Female,1978-09-03,Lagos,Enugu,2020-06-13,Low
4491,Adebayo,Abubakar,Female,2010-02-08,Enugu,Kwara,2013-09-22,Low
4492,Ngozi,Okeke,Female,1975-07-02,Benin,Enugu,2011-07-18,High
4493,Yusuf,Adeyemi,Female,1982-08-08,Ilorin,Kwara,2024-07-11,High
4494,Zainab,Okeke,Female,1978-12-13,Onitsha,Anambra,2012-01-04,Low
4495,Tunde,Okeke,Male,1998-08-23,Onitsha,Enugu,2012-01-23,High
4496,Chinedu,Bello,Male,2007-02-06,Benin,Enugu,2016-06-14,Low
4497,Blessing,Olawale,Female,1975-08-11,Enugu,Oyo,2021-08-14,Low
4498,Ngozi,Okeke,Female,1977-05-12,Enugu,Anambra,2024-01-04,Medium
4499,Sola,Okafor,Female,2009-04-28,Awka,Lagos,2024-03-02,Low
4500,Ibrahim,Abubakar,Female,1986-10-15,Ibadan,Kwara,2018-02-22,High
4501,Fatima,Abubakar,Male,2006-04-16,Enugu,Edo,2020-11-30,Low
4502,Ngozi,Okafor,Female,1986-05-30,Abuja,Edo,2017-06-08,Low
4503,Ibrahim,Sadiq,Female,2006-10-31,Onitsha,Anambra,2014-11-21,Low
4504,Blessing,Okeke,Male,1995-02-21,Benin,Edo,2023-02-09,Low
4505,Fatima,Mohammed,Male,1990-01-21,Abuja,Anambra,2017-03-18,Low
4506,Fatima,Okeke,Male,1975-06-28,Awka,Edo,2015-09-24,Low
4507,Zainab,Okeke,Male,1975-05-27,Enugu,Lagos,2014-12-11,Low
4508,Ngozi,Mohammed,Female,1985-04-22,Enugu,Anambra,2019-03-18,Medium
4509,Yusuf,Adeyemi,Female,1989-08-25,Awka,Kwara,2021-12-08,Low
4510,Adebayo,Okeke,Female,2010-10-25,Ilorin,Edo,2018-05-14,Medium
4511,Adebayo,Okeke,Female,1993-11-24,Lagos,FCT,2013-06-02,Low
4512,Chinedu,Okafor,Female,1986-03-16,Lagos,FCT,2010-08-04,Low
4513,Sola,Olawale,Female,1989-09-10,Ibadan,Oyo,2020-10-20,Low
4514,Ibrahim,Olawale,Female,1982-09-29,Abuja,Lagos,2021-11-05,Low
4515,Ngozi,Sadiq,Female,1979-01-08,Ilorin,Oyo,2014-09-22,Medium
4516,Tunde,Okafor,Female,1989-07-23,Abuja,FCT,2017-05-25,High
4517,Sola,Okeke,Male,1999-04-30,Ilorin,Lagos,2013-04-15,Low
4518,Zainab,Olawale,Female,1994-06-17,Awka,Anambra,2019-12-14,Low
4519,Fatima,Bello,Male,1979-10-27,Ibadan,Anambra,2014-03-21,Low
4520,Yusuf,Bello,Male,1997-09-06,Awka,Kwara,2023-02-24,High
4521,Ngozi,Bello,Male,2010-07-25,Abuja,Enugu,2011-05-28,Medium
4522,Sola,Okeke,Male,2015-01-15,Onitsha,FCT,2024-04-17,Low
4523,Sola,Okeke,Female,1991-07-03,Ibadan,Anambra,2020-02-29,Low
4524,Yusuf,Mohammed,Male,1995-10-31,Enugu,Lagos,2020-10-11,Low
4525,Chinedu,Sadiq,Male,2001-07-13,Benin,Enugu,2016-06-10,Medium
4526,Ibrahim,Abubakar,Female,2002-06-26,Onitsha,Enugu,2020-06-29,Medium
4527,Ibrahim,Sadiq,Male,1979-06-30,Benin,Anambra,2022-03-05,High
4528,Sola,Sadiq,Female,2006-10-09,Ilorin,Oyo,2012-03-13,Low
4529,Blessing,Adeyemi,Female,1983-07-08,Ilorin,Oyo,2022-06-13,Medium
4530,Sola,Bello,Female,1977-12-25,Ibadan,Oyo,2024-10-02,Low
4531,Sola,Okeke,Female,2007-11-24,Awka,Enugu,2012-06-20,Medium
4532,Yusuf,Bello,Male,1980-10-17,Ibadan,Oyo,2021-05-21,Low
4533,Fatima,Sadiq,Female,1984-11-23,Awka,Oyo,2014-11-24,Medium
4534,Yusuf,Okeke,Male,1994-04-11,Ibadan,Enugu,2022-08-06,Low
4535,Ngozi,Okafor,Male,1982-08-10,Awka,Kwara,2016-05-01,Low
4536,Sola,Mohammed,Female,1996-02-25,Lagos,Oyo,2014-08-27,Medium
4537,Ibrahim,Olawale,Male,1996-05-25,Ibadan,Kwara,2018-08-17,High
4538,Tunde,Olawale,Female,2004-03-24,Benin,Kwara,2013-04-23,Medium
4539,Ibrahim,Sadiq,Male,1979-03-20,Benin,Anambra,2018-03-13,Medium
4540,Adebayo,Abubakar,Male,1979-02-08,Awka,Enugu,2016-12-17,Medium
